name,address,city,state,zip,inspection_score
harlot,46 minna st,San Francisco,CA,94105,85.0
jeepsilog,2 marina blvd,San Francisco,CA,94080,92.0
star india restaurant,3721 geary blvd,San Francisco,CA,94118,85.0
zen yai thai restaurant,771 ellis st,San Francisco,CA,94109,78.0
seokyo,1740 church st,San Francisco,CA,94131,88.0
happy donuts,100 bush st #101,San Francisco,CA,94104,86.0
noah's new york bagels #2113,100 bush st #102,San Francisco,CA,94104,88.0
cornerstone academy,501 cambridge st,San Francisco,CA,94134,98.0
chez julien,100 bush st #110,San Francisco,CA,94102,90.0
target store t-3201-starbucks,225 bush st #100,San Francisco,CA,94104,98.0
the lunchpad,581 hayes st,San Francisco,CA,94102,94.0
burton high school,400 mansell st,San Francisco,CA,94134,91.0
cleveland elementary school,455 athens st,San Francisco,CA,94112,93.0
balboa high school,1000 cayuga ave,San Francisco,CA,94112,92.0
mel's drive-in,3355 geary blvd,San Francisco,CA,94118,91.0
wok station inc,2154 irving st,San Francisco,CA,94122,81.0
emporor's kitchen,418 larkin st,San Francisco,CA,94102,81.0
vikings giant submarine sandwiches,1418 lombard st,San Francisco,CA,94123,86.0
chili house inc.,726 clement st,San Francisco,CA,94118,77.0
dojima-ann,219 o'farrell st,San Francisco,CA,94102,96.0
balboa teriyaki,3536 balboa st,San Francisco,CA,94121,92.0
happy donut,6 06th st,San Francisco,CA,94103,83.0
los panchos,3206 mission st,San Francisco,CA,94110,91.0
jimmy john's,120 pine st,San Francisco,CA,94111,94.0
the willows,1582 folsom st,San Francisco,CA,94103,92.0
turk & larkin deli,476 turk st,San Francisco,CA,94102,79.0
colibri mexican bistro,438 geary st,San Francisco,CA,94102,96.0
tierra mia coffee company,3188 mission st,San Francisco,CA,94110,98.0
peking wok restaurant,4920 03rd st,San Francisco,CA,94124,92.0
velvet cantina,3349 23rd st,San Francisco,CA,94110,96.0
mac daddy,1453 18th st.,San Francisco,CA,94107,92.0
sunflower cafe,284 o'farrell st,San Francisco,CA,94102,94.0
swan oyster depot,1517 polk st,San Francisco,CA,94109,94.0
pan lido salvadoreno,3147 22nd st,San Francisco,CA,94110,86.0
tuong phong market,628 ellis st,San Francisco,CA,94102,83.0
lucky pork market,2659 mission st,San Francisco,CA,94110,86.0
eliza's restaurant,2877 california st,San Francisco,CA,94115,92.0
saison,178 townsend st,San Francisco,CA,94107,90.0
kentucky fried chicken #249,691 eddy st,San Francisco,CA,94109,65.0
salty sweet,1501 cortland ave.,San Francisco,CA,94110,100.0
pretzelina llc,2948 folsom st,San Francisco,CA,94110,100.0
rutily's market,1700 filbert st,San Francisco,CA,94123,98.0
la vie vietnamese rest,5830 geary blvd,San Francisco,CA,94121,85.0
ctr for urban edu about su agr,1 ferry bldg 50,San Francisco,CA,94111,100.0
salt & straw,586 hayes st,San Francisco,CA,94102,100.0
cake coquette,1501 cortland ave,San Francisco,CA,94110,98.0
fresco pizza and grill,1338 polk st,San Francisco,CA,94109,90.0
jane,2123 fillmore st,San Francisco,CA,94115,84.0
mangrove kitchen,312 divisadero st,San Francisco,CA,94117,78.0
sammy's cafe,1416 bush st,San Francisco,CA,94109,69.0
walgreens #1126,1979 mission st,San Francisco,CA,94103,98.0
sunrise market,688 haight st,San Francisco,CA,94117,85.0
burger king 9365,3900 geary blvd,San Francisco,CA,94118,93.0
dirty habit,12 04th st,San Francisco,CA,94103,84.0
piccadilly fish & chips,1348 polk st,San Francisco,CA,94109,90.0
mcdonald's,302 potrero ave,San Francisco,CA,94110,84.0
puerto alegre,546 valencia st,San Francisco,CA,94110,89.0
la boulangerie de san francisco,2325 pine st,San Francisco,CA,94115,94.0
lucky creation vegetarian restaurant llc,854 washington st,San Francisco,CA,94108,92.0
your market,1460 48th ave,San Francisco,CA,94124,100.0
bonita taqueria and rotisserie,2257 chestnut st,San Francisco,CA,94123,94.0
afc sushi @ safeway #1490,2300 16th st,San Francisco,CA,94103,100.0
palmyra,700 haight st,San Francisco,CA,94117,87.0
hana zen sushi & yakitori bar,pier 39  space m209,San Francisco,CA,94133,84.0
fisherman's pizzeria inc [#50],2800 leavenworth st,San Francisco,CA,94133,88.0
avedano's,235 cortland ave.,San Francisco,CA,94110,85.0
sugarhill kitchen,1449 lombard st,San Francisco,CA,94123,91.0
the tl,517 o'farrell st,San Francisco,CA,94102,100.0
manora's thai cuisine,1600 folsom st,San Francisco,CA,94103,84.0
wing lum cafe,1150 polk st,San Francisco,CA,94109,76.0
los yaquis,324 south van ness ave,San Francisco,CA,94103,77.0
san francisco christian academy,302 eddy st,San Francisco,CA,94102,100.0
tenderloin children's playground,570 ellis st,San Francisco,CA,94109,89.0
paradise coffee & donut,453 o'farrell st,San Francisco,CA,94102,89.0
sherman market,2606 franklin st,San Francisco,CA,94123,90.0
gourmet catering bay area,2200 jerrold st  z,San Francisco,CA,94124,96.0
"ritual coffee roasters, inc.",432 octavia st #1b,San Francisco,CA,94102,96.0
denman middle school,241 oneida st,San Francisco,CA,94112,92.0
king's bakery,2846 mission st,San Francisco,CA,94110,89.0
linea,3417 18th st,San Francisco,CA,94110,92.0
galileo high school,1150 francisco st,San Francisco,CA,94109,100.0
mid city market,868 geary st,San Francisco,CA,94109,92.0
visitacion valley elementary school,55 schwerin st,San Francisco,CA,94134,100.0
halu,312 08th ave,San Francisco,CA,94118,94.0
creative ideas catering sf,101 horne ave.,San Francisco,CA,94124,98.0
new russian hill market,1198 pacific ave,San Francisco,CA,94133,100.0
um ma son,5850 geary blvd,San Francisco,CA,94121,71.0
events by the cheshire cat,101 horne ave space 1501,San Francisco,CA,94124,100.0
papi's sf,846 geary st,San Francisco,CA,94109,90.0
phonobar,370 grove st,San Francisco,CA,94102,86.0
our lady of the visitacion school,785 sunnydale ave,San Francisco,CA,94134,100.0
guadalupe elementary school,859 prague st,San Francisco,CA,94112,100.0
longfellow elementary school,755 morse st,San Francisco,CA,94112,100.0
visitacion valley middle school,450 raymond ave,San Francisco,CA,94134,100.0
leadership high school,350 seneca ave,San Francisco,CA,94112,100.0
guerilla catering,101 horne ave #1501,San Francisco,CA,94124,100.0
performance service station inc.,388 potrero st,San Francisco,CA,94103,90.0
sutter pub and restaurant,700 sutter st,San Francisco,CA,94102,90.0
starbucks coffee co.,1750 divisadero st,San Francisco,CA,94115,100.0
cinco de mayo taqueria & grocery,2426 san bruno ave,San Francisco,CA,94134,89.0
small foods,522 02nd st,San Francisco,CA,94107,82.0
las brisas,3137 mission st,San Francisco,CA,94110,88.0
parlor 1255,1255 battery st ste. 700,San Francisco,CA,94111,94.0
san francisco athletic club,1750 divisadero st,San Francisco,CA,94115,90.0
the battery - main kitchen,717 battery st 1st floor,San Francisco,CA,94111,91.0
subway #27657,701 sutter st,San Francisco,CA,94109,90.0
new traditions alternative school,2049 grove st,San Francisco,CA,94117,96.0
jack in the box,2739 taylor st,San Francisco,CA,94133,100.0
the battery - prep kitchen,717 battery st basement,San Francisco,CA,94111,93.0
round table pizza,4523 mission st,San Francisco,CA,94112,94.0
the spice jar,2500 bryant st,San Francisco,CA,94110,82.0
andrea's bakery,4511 mission st,San Francisco,CA,94112,65.0
burger king #6414,4780 mission st,San Francisco,CA,94112,90.0
buttermilk southern kitchen,2848 23rd st,San Francisco,CA,94110,74.0
la copa loca,3150 22nd st,San Francisco,CA,94110,96.0
elephant sushi 3,705 geary st,San Francisco,CA,94109,85.0
il casaro pizzeria mozzarella bar,348 columbus ave,San Francisco,CA,94133,87.0
claire lilienthal school-madison ca,3950 sacramento st,San Francisco,CA,94118,100.0
bellissimo pizza,920 sutter st,San Francisco,CA,94109,92.0
wok shop cafe,1307 sutter st,San Francisco,CA,94109,88.0
the spice & tea exchange,pier 39  #273,San Francisco,CA,94133,100.0
mora taco truck,1116 potrero ave,San Francisco,CA,94124,86.0
diane feinstein elementary school,2550 25th ave,San Francisco,CA,94116,100.0
monterey pizza and asian zap,599 monterey blvd,San Francisco,CA,94127,91.0
sf deli and wine,810 mission st,San Francisco,CA,94103,94.0
la fusion,475 pine st,San Francisco,CA,94104,90.0
arashi sushi house,4724 geary blvd,San Francisco,CA,94118,83.0
ulloa elementary school,2650 42nd ave,San Francisco,CA,94116,100.0
episcopal community services,1001 polk st.,San Francisco,CA,94109,82.0
pressed juicery,845 market st #fe13b,San Francisco,CA,94103,96.0
maven restaurant,598 haight st,San Francisco,CA,94117,92.0
estrella taqueria,533 haight st,San Francisco,CA,94117,88.0
russian renaissance restaurant,5241 geary blvd,San Francisco,CA,94118,89.0
rigolo,3465 california st,San Francisco,CA,94118,89.0
rooster & rice,2211 filbert st,San Francisco,CA,94123,88.0
bret harte children's center,950 hollister ave,San Francisco,CA,94124,91.0
kipp bayview academy,1060 key ave,San Francisco,CA,94124,96.0
ristorante ti piacera,1507 polk st,San Francisco,CA,94109,92.0
grace cathedral,1100 california st,San Francisco,CA,94108,98.0
june jordan,325 la grande ave,San Francisco,CA,94112,100.0
harte elementary school,1035 gilman ave,San Francisco,CA,94124,91.0
grand hotpot lounge inc.,3565 geary blvd,San Francisco,CA,94118,75.0
schools of the sacred heart - san francisco,2222 broadway st,San Francisco,CA,94115,98.0
wezy,otg,San Francisco,CA,94123,94.0
center for academic re-entry and empowerment,1601 lane st,San Francisco,CA,94124,98.0
lou's cafe,100 pine st 102,San Francisco,CA,94111,86.0
cafe med,201 pine st,San Francisco,CA,94104,89.0
camp,4014 geary blvd,San Francisco,CA,94118,86.0
7-eleven #2366-34977,527 sutter st,San Francisco,CA,94102,90.0
sweet delight bakery,4476a mission,San Francisco,CA,94112,70.0
white swan inn,845 bush st,San Francisco,CA,94108,98.0
glen park market,2900 diamond st,San Francisco,CA,94131,100.0
a&m liquor,1600 sutter st,San Francisco,CA,94109,96.0
pretty please bakeshop,291 03rd ave,San Francisco,CA,94118,98.0
petite auberge,863 bush st,San Francisco,CA,94108,98.0
daniel's cafe,154 ellis st,San Francisco,CA,94102,94.0
west coast wine &  cheese,2165 union st,San Francisco,CA,94123,96.0
7 eleven store #2366-22627d,5100 geary blvd,San Francisco,CA,94118,86.0
local roots leidesdorff,70 leidesdorff st,San Francisco,CA,94104,90.0
pane e vino trattoria,1715 union st,San Francisco,CA,94123,80.0
folsom street foundry,1425 folsom st,San Francisco,CA,94103,92.0
freds liquor & deli,151 06th st,San Francisco,CA,94103,96.0
sam's diner,1220 market street,San Francisco,CA,94102,86.0
fermentation lab,1230 market st,San Francisco,CA,94102,94.0
asia sf llc,201 09th st,San Francisco,CA,94103,82.0
sonoma liquors,65 06th st,San Francisco,CA,94103,92.0
sweet basil thai cuisine,3221 mission st,San Francisco,CA,94110,85.0
kusina ni tess,237 ellis st,San Francisco,CA,94102,86.0
mi lindo peru,3226 mission st.,San Francisco,CA,94110,89.0
caffe ambrosia,14 trinity pl,San Francisco,CA,94104,98.0
anzu restaurant,"222 mason st, 2nd floor",San Francisco,CA,94102,96.0
kikka at woodlands market,203 folsom st.,San Francisco,CA,94105,100.0
hotel nikko san francisco,222 mason st 2nd foor,San Francisco,CA,94102,91.0
st. ignatius,2001 37th ave,San Francisco,CA,94116,100.0
hotel nikko sf - banquet prep/service room,"222 mason st, 3rd floor",San Francisco,CA,94102,100.0
woodlands market,203 folsom st.,San Francisco,CA,94105,89.0
hotel nikko-san francisco - harmony room,"222 mason st,  b1st floor",San Francisco,CA,94102,100.0
king's thai cuisine,346 clement st,San Francisco,CA,94118,96.0
cajun house,308 05th ave,San Francisco,CA,94118,94.0
borsch mobile,103 horne ave,San Francisco,CA,94188,98.0
jasmine garden llc,708 14th st,San Francisco,CA,94114,82.0
tenglong chinese restaurant,208 clement st,San Francisco,CA,94118,90.0
bisou chocolate,50 post st,San Francisco,CA,94104,100.0
flourchylde bakery,50 post st,San Francisco,CA,94104,100.0
seismic joint,"pier 15, the embarcadero",San Francisco,CA,94111,98.0
another cafe,1191 pine st,San Francisco,CA,94109,87.0
the castro republic,2295 market st,San Francisco,CA,94114,90.0
lima peruvian food llc,2200 jerrold ave suite n,San Francisco,CA,94124,96.0
intintoli,pier 41,San Francisco,CA,94133,98.0
coastside farms and specialties,50 post st,San Francisco,CA,94104,100.0
seaglass restaurant,"pier 15, the embarcadero",San Francisco,CA,94111,88.0
east & west gourmet food,50 post st,San Francisco,CA,94104,100.0
gemini - san francisco bay concessionaires,pier 41,San Francisco,CA,94133,98.0
orens hummus catering,50 post street,San Francisco,CA,94104,100.0
ap's cafe,4108 24th st,San Francisco,CA,94114,88.0
twirl and dip,335 martin luther king jr dr,San Francisco,CA,94118,85.0
lawton elementary school,1570 31st ave,San Francisco,CA,94122,100.0
old devil moon,3472 mission st,San Francisco,CA,94107,98.0
zantes pizza,3489 mission st,San Francisco,CA,94110,90.0
cafe bean,800 sutter st,San Francisco,CA,94109,85.0
taqueria castillo b,10 mason st,San Francisco,CA,94102,76.0
dim sum kitchen inc,2520 san bruno ave,San Francisco,CA,94134,74.0
mr. pickle's sandwich shop,3380 20th st,San Francisco,CA,94110,84.0
horizon restaurant,498 broadway st,San Francisco,CA,94133,85.0
stella pastry,446 columbus ave,San Francisco,CA,94133,90.0
banh mi house,2701 san bruno ave,San Francisco,CA,94134,91.0
north beach restaurant,1512 stockton st,San Francisco,CA,94133,87.0
noc noc on broadway,515 broadway st,San Francisco,CA,94133,96.0
john king senior center,500 raymond ave,San Francisco,CA,94134,100.0
bartlett hall,242 o'farrell st,San Francisco,CA,94102,83.0
pagan restaurant,3199 clement st,San Francisco,CA,94121,74.0
tope,1326 grant ave,San Francisco,CA,94133,94.0
cadillac bar & grill,1355 market st suite 160,San Francisco,CA,94103,93.0
marrakech morrocan restaurant,419 o'farrell st,San Francisco,CA,94102,88.0
chipotle mexican grill #1230,232 o'farrell st,San Francisco,CA,94102,100.0
supercue cafe,1330 ocean ave,San Francisco,CA,94112,90.0
monroe,473 broadway st,San Francisco,CA,94133,93.0
el azteca taqueria,5298 3rd st.,San Francisco,CA,94124,81.0
beverages & more,201 bayshore blvd,San Francisco,CA,94124,94.0
kamekyo,943 cole st,San Francisco,CA,94117,90.0
xtra oil corp,3750 03rd st,San Francisco,CA,94124,89.0
sabor catracho,601 mission bay blvd,San Francisco,CA,94158,98.0
cookie love,1488 pine st,San Francisco,CA,94109,98.0
hops & hominy,12 tillman st,San Francisco,CA,94108,96.0
ping's meat market,0239 balboa st,San Francisco,CA,94118,89.0
han il kwan,1802 balboa st,San Francisco,CA,94121,79.0
lupa trattoria,4109 24th st,San Francisco,CA,94114,92.0
cheese plus,2001 polk st,San Francisco,CA,94109,98.0
diva's,1081 post st,San Francisco,CA,94109,88.0
pirro's pizzeria,2244 taraval st,San Francisco,CA,94116,96.0
thai spice restaurant,1730 polk st,San Francisco,CA,94109,85.0
the morning fix,1008 bush st,San Francisco,CA,94109,96.0
pollo,2823 mission st,San Francisco,CA,94110,96.0
radio habana,1109 valencia st,San Francisco,CA,94110,98.0
paprika,3324 24th st,San Francisco,CA,94110,98.0
ikes love & sandwiches,901 polk st,San Francisco,CA,94109,98.0
oma sushi,330 o'farrell st,San Francisco,CA,94102,100.0
californios,3115 22nd st,San Francisco,CA,94110,94.0
andi's market,820 cortland ave,San Francisco,CA,94110,62.0
red hill station,803 cortland ave,San Francisco,CA,94110,94.0
union street inn,2229 union st,San Francisco,CA,94123,94.0
noe hill market,4001 19th st,San Francisco,CA,94114,96.0
xox truffles,754 columbus ave,San Francisco,CA,94133,94.0
melody lounge,3401 mission st,San Francisco,CA,94110,86.0
boss supermarket,2551 noriega st,San Francisco,CA,94122,82.0
tj cups inc,2437 noriega st,San Francisco,CA,94122,96.0
the italian homemade company,716 columbus ave,San Francisco,CA,94133,82.0
chart house,pier 39  space 206-8,San Francisco,CA,94133,94.0
pho vietnam san francisco,1406 polk st,San Francisco,CA,94109,86.0
pizza hut,3349 mission st,San Francisco,CA,94110,92.0
small potatoes catering & events,525 07th st,San Francisco,CA,94103,89.0
muddy waters,521 valencia st,San Francisco,CA,94110,92.0
cafe royale,800 post st,San Francisco,CA,94109,96.0
the douglas room,345 taylor st,San Francisco,CA,94102,100.0
bebebar juice & sandwich,3809 18th st,San Francisco,CA,94114,100.0
sts. peter & paul school,666 filbert st,San Francisco,CA,94133,73.0
tato,4608 3rd st.,San Francisco,CA,94124,88.0
noah's new york bagels #2120,3519 california st,San Francisco,CA,94118,79.0
tommys mexican restaurant,5929 geary blvd,San Francisco,CA,94121,88.0
ppq vietnamese restaurant,2332 clement st,San Francisco,CA,94121,72.0
axum,698 haight st,San Francisco,CA,94117,88.0
sushi umi,132 bush st,San Francisco,CA,94104,87.0
cantina verde,388 market st #104,San Francisco,CA,94111,90.0
uva enoteca,568 haight st,San Francisco,CA,94117,89.0
fiorella,2339 clement st,San Francisco,CA,94121,94.0
the castro fountain,554 castro st,San Francisco,CA,94114,100.0
sun stream coffee,2884 geary blvd,San Francisco,CA,94118,89.0
bicycle banh mi inc.,1324 fitzgerald ave,San Francisco,CA,94124,100.0
360 gourmet burrito,50 post st #59-60,San Francisco,CA,94104,92.0
south beach yacht club,pier 40,San Francisco,CA,94107,85.0
george washington high school,600 32nd ave,San Francisco,CA,94121,94.0
soma eats,186 02nd st,San Francisco,CA,94105,92.0
chai bar by david rio,1019 market st,San Francisco,CA,94103,96.0
sabor de san miguel,3263 mission st,San Francisco,CA,94110,85.0
yick's liquor,4701 mission st,San Francisco,CA,94112,98.0
artesano,3415 california st,San Francisco,CA,94118,85.0
subway #27715,653 kearny st,San Francisco,CA,94108,94.0
grand mission donut & bakery,2195 mission st,San Francisco,CA,94110,91.0
